"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,8.8,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,60.7,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,3.3,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,48.7,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,5.5,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,52.8,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,2.9,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,70.8,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,6,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,20.1,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,49.7,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,12.4,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,23.5,,
"TUR","Turkey","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,10.4,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,7.1,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,7.1,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,39.1,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,62.6,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,50.6,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,78.2,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,11.1,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,3.7,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,3.4,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,68.4,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,25.4,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,21.8,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,14.7,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,46.4,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,18.6,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,63.1,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,5.4,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,20.8,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,74.1,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,7.3,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,80.1,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,10.3,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,8.3,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,4.6,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,4.8,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,7.9,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,86.6,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,6.9,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,7.6,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,49.4,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,7.1,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,40.1,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,57.5,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,75.1,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,26.5,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,66.1,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,3.2,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,64.7,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,28.5,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,7.9,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,21.3,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,84.3,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,5.8,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,46.7,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,68.8,,
"OAVG","OECD - Average","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,36.4,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,14.7,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,11.4,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,31.6,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,64.9,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,43.4,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,23.5,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,3.2,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,12.9,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,64.9,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,6.8,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,7.5,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,4.4,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,71.3,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,22.7,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,69.5,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,6.3,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,3.6,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,6.1,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,71.9,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,48.6,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,16.6,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,18.2,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,21,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,28.8,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,19.1,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,10.6,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,13.1,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,63.8,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,57.3,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,63.7,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,49.8,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,2.4,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,10.3,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,8.9,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,66.8,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,7,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,40.7,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,30.6,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,85.3,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,53.1,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,17.5,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,4.4,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,3.3,,
