"COUNTRY","Country","SEX","Gender","AGE","Age","COUNTRY_ORIGIN","International students exclusion","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"JPN","Japan","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"JPN","Japan","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"JPN","Japan","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"JPN","Japan","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"JPN","Japan","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"ITA","Italy","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",3.046,,
"ITA","Italy","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"x","Data included in another category"
"ITA","Italy","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"x","Data included in another category"
"ITA","Italy","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"x","Data included in another category"
"ITA","Italy","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"x","Data included in another category"
"ITA","Italy","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"x","Data included in another category"
"ITA","Italy","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"x","Data included in another category"
"NOR","Norway","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"NOR","Norway","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"NOR","Norway","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"NOR","Norway","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",1.5,,
"NOR","Norway","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",1.521,,
"NOR","Norway","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",1.306,,
"NOR","Norway","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",1.08,,
"DNK","Denmark","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",7.291,,
"DNK","Denmark","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",8.508,,
"DNK","Denmark","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",8.797,,
"DNK","Denmark","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",9.56,,
"DNK","Denmark","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",9.228,,
"DNK","Denmark","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",10.148,,
"DNK","Denmark","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",10.905,,
"DNK","Denmark","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",21.608,,
"FIN","Finland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",33.326,,
"FIN","Finland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",30.443,,
"FIN","Finland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",31.44,,
"FIN","Finland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",32.986,,
"FIN","Finland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",32.467,,
"FIN","Finland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",35.533,,
"FIN","Finland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",34.568,,
"AUT","Austria","M","Men","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",1.825,,
"AUT","Austria","M","Men","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",1.828,,
"AUT","Austria","M","Men","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",1.843,,
"AUT","Austria","M","Men","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",1.611,,
"AUT","Austria","M","Men","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",1.693,,
"AUT","Austria","M","Men","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",1.511,,
"AUT","Austria","M","Men","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",1.607,,
"POL","Poland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",5.252,,
"LUX","Luxembourg","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",30.174,,
"CZE","Czech Republic","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",26.186,,
"CZE","Czech Republic","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",25.662,,
"CZE","Czech Republic","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",24.951,,
"CZE","Czech Republic","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",23.455,,
"GRC","Greece","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"MEX","Mexico","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"MEX","Mexico","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
